item_id,item_text,benchmark,category
mmlu:3852,"Consider a computer system in which processes can request and release one or more resources. Once a process has been granted a resource, the process has exclusive use of that resource until it is released. If a process requests a resource that is already in use, the process enters a queue for that resource, waiting until the resource is available. Which of the following will NOT deal effectively with the problem of deadlock?",mmlu,mmlu
mmlu:3889,"Consider three identical, ideal capacitors. The first capacitor is charged to a voltage and then disconnected from the battery. The other two capacitors, initially uncharged and connected in series, are then connected across the first capacitor. What is the final voltage on the first capacitor?",mmlu,mmlu
mmlu:3912,"Craig argues that the series of events in time cannot be actually infinite, so we know that _____.",mmlu,mmlu
mmlu:3941,Dari Inc. guaranteed the debt of a related party. In December Dari learned that it is probable it will be required to pay between $150000 and $200000 within the next six months in satisfaction of its guarantee but no amount within that range is more likely. What amount of contingent liability should Dari accrue in its December 31 balance sheet?,mmlu,mmlu
mmlu:4004,Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,mmlu,mmlu
mmlu:4010,"Donny threw a knife at Sally, intending to injure her severely. However, Donny missed Sally. Sally saw the knife just as it whizzed by her head, missing it by about one inch. As a result, Sally was very scared. Sally sued Donny for assault and battery. Which of the following is most correct?",mmlu,mmlu
mmlu:4026,Dr. Mansfield Mayhem receives a subpoena requiring him to testify about a current therapy client at a trial. Dr. Mayhem contacts the client who states that she does not want him to release any confidential information to the court. Dr. Mayhem should:,mmlu,mmlu
mmlu:4043,"During a chemical reaction, NO(g) gets reduced and no nitrogen-containing compound is oxidized. Which of the following is a possible product of this reaction?",mmlu,mmlu
mmlu:4110,"Each of the following would be considered a Level 2 observable input that could be used to determine an asset or liability’s fair value, except",mmlu,mmlu
mmlu:4118,Early email was developed in which decade?,mmlu,mmlu
mmlu:4125,Eccrine and apocrine glands are both types of:,mmlu,mmlu
mmlu:4194,Evading burden of proof is another name for the fallacy of,mmlu,mmlu
mmlu:4217,"Except for identical twins, no two people are genetically identical. Which of the following statements most accurately describes the main source of variation in humans?",mmlu,mmlu
mmlu:4297,"Find the area of the first quadrant region bounded by y = x^2, y = cos(x), and the y-axis.",mmlu,mmlu
mmlu:4337,Find the quotient of 16.1 ÷ 0.14.,mmlu,mmlu
mmlu:4342,Find the speed of a wave by multiplying its frequency by its,mmlu,mmlu
mmlu:4374,"For Socrates, the soul is harmed by lack of _____.",mmlu,mmlu
mmlu:4382,For a dc machine shunt resistance and armature resistance values are,mmlu,mmlu
mmlu:4385,"For a neural network, which one of these structural assumptions is the one that most affects the trade-off between underfitting (i.e. a high bias model) and overfitting (i.e. a high variance model):",mmlu,mmlu
mmlu:4401,"For most children, stranger anxiety begins at about _____ months of age.",mmlu,mmlu
mmlu:4417,For which of the following is it appropriate to use a census?,mmlu,mmlu
mmlu:4454,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents laid in bed, I went to the museum. Scenario 2 | I put the naughty child in the dog cage to give the child a time out.",mmlu,mmlu
mmlu:4602,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I did not clear my laundry out of the washer, and dryer, and my roommate could not do laundry. Scenario 2 | I dug up a hole at the graveyard to bury her toes.",mmlu,mmlu
mmlu:4609,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I didn't pay for the turkey before leaving. Scenario 2 | I encouraged people to preserve the rainforest.",mmlu,mmlu
mmlu:4639,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I entered into a luxurious estate recently. Scenario 2 | I pushed my little sister on the swingset.",mmlu,mmlu
mmlu:4640,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I failed the student because he was a different race. Scenario 2 | When playing cards, I always have an ace up my sleeve, literally.",mmlu,mmlu
mmlu:4691,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I had to sneeze, so I quickly turned away from my mother-in-law. Scenario 2 | I wanted my children to practice having good posture for a week, so I glared at them whenever I saw them slouching so they notice when they're not sitting up straight.",mmlu,mmlu
mmlu:4696,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I held a dance off at the funeral service. Scenario 2 | I encouraged the students to paint the school.",mmlu,mmlu
mmlu:4705,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I helped my friend escape a POW camp. Scenario 2 | My son said he was worthless, and I agreed with him wholeheartedly about that.",mmlu,mmlu
mmlu:4750,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I laughed as a midget walked by me humming the willy wanka song. Scenario 2 | I denied the help of someone who said they would babysit my children for free.",mmlu,mmlu
mmlu:4786,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made sure to hand the scissors to my prettier cousin with the blade pointed toward her. Scenario 2 | I set the whole national park's valley on fire.",mmlu,mmlu
mmlu:4830,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I picked up my cat and placed him on the lit stove. Scenario 2 | I guided the plane into the tallest mountain that I could see.",mmlu,mmlu
mmlu:4838,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I planted a large garden in the center of the narrow public street. Scenario 2 | I drive very fast when I'm on a racetrack.",mmlu,mmlu
mmlu:4842,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I played baseball inside my grandmother's house. Scenario 2 | I loosened the lug nuts on her car.",mmlu,mmlu
mmlu:4847,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I poked holes in all the condoms at the drugstore. Scenario 2 | I bit into the cooked animal flesh.",mmlu,mmlu
mmlu:4896,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I quickly laughed at the child that was on fire. Scenario 2 | I bound the woman's ankle so she couldn't get away.",mmlu,mmlu
mmlu:4965,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I slashed the neighbors tires before bed. Scenario 2 | I convinced my wife we should sell our car.",mmlu,mmlu
mmlu:4983,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I spread fertilizer all over my neighbor's vegetable garden. Scenario 2 | I got leftovers because I could not finish my supper.",mmlu,mmlu
mmlu:5008,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I taught my children to play with matches. Scenario 2 | I deleted some raunchy photos of my sister from Facebook.",mmlu,mmlu
mmlu:5045,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a cab home after drinking 3 bottles of wine at the winery. Scenario 2 | I hit on her at the party.",mmlu,mmlu
mmlu:5061,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took naked pictures of women with their consent Scenario 2 | I left from the movie theater without notifying anyone.",mmlu,mmlu
mmlu:5113,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I walked to the store to buy a shovel, then buried it in her skull. Scenario 2 | I borrowed money from my cousin and used it to help pay my rent.",mmlu,mmlu
mmlu:5125,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted to feed the bird so I threw a piece of a bread slice directly at the bird. Scenario 2 | My son is showing anomalous symptoms, so I figured I should give him the prescription medication that the doctor gave me.",mmlu,mmlu
mmlu:5151,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was playing video games in the house. Scenario 2 | I let my kids get ice cream for every meal.",mmlu,mmlu
mmlu:5206,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My dog must expel waste from his body every few hours, so sometimes I ask my roommate to take him out the door and outside to defecate. Scenario 2 | I secretly cut the strings of his parachute.",mmlu,mmlu
mmlu:5220,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My sister said not to wear her jersey, but I did anyway. Scenario 2 | I poured my daughter her a bowl of grits and told her to eat it.",mmlu,mmlu
mmlu:5270,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | To finish my thesis quicker I took drugs all night. Scenario 2 | I vandalized her car after our interactions at home.",mmlu,mmlu
mmlu:5277,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I checked out from the hotel I turned in the dirty towels. Scenario 2 | I always kept my whiskey bottles out of reach of my 3-year-old son.",mmlu,mmlu
mmlu:5278,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I looked back and saw my campsite coals still smoldering among the trees, I went back to put them out. Scenario 2 | I checked out the beautiful woman before asking her out on a date.",mmlu,mmlu
mmlu:5359,GDP is $10 million consumer spending is $6 million government spending is $3 million exports are $2 million and imports are $3 million. How much is spent for investments?,mmlu,mmlu
mmlu:5372,"Generally, erotic materials are protected by the First Amendment for a person's personal use and possession. However, certain erotic material can reach a point where it steps over the boundaries of First Amendment protection. The Supreme Court has held that if material is obscene it does not mandate First Amendment protection. Which of the following most accurately represents one of the prongs of the three-pronged test enunciated by the U.S. Supreme Court's for determining whether a film, book, video or pictorial is obscene and therefore not subject to protection?",mmlu,mmlu
mmlu:5414,"Greene is the sole shareholder of Seagull, a calendar-year S corporation. Greene's basis at the beginning of the year is $15,000. Seagull reported an ordinary loss of $5,000 and $2,000 of municipal bond interest for the year. Seagull distributed cash of $6,000 to Greene on November 1. What is Greene's basis in Seagull at the end of the year?",mmlu,mmlu
mmlu:5424,Hardy-Weinberg equilibrium generally assumes all of the following EXCEPT,mmlu,mmlu
mmlu:5507,"How do archaeologists characterize the peoples who built monumental structures at Göbekli Tepe, Watson Brake, and Poverty Point?",mmlu,mmlu
mmlu:5547,How long can a cannula remain in situ?,mmlu,mmlu
mmlu:5609,How many water molecules are in a human head?,mmlu,mmlu
mmlu:5620,How much chicken excrement is produced in the United States every year?,mmlu,mmlu
mmlu:5653,Hume divides our perceptions into two categories:,mmlu,mmlu
mmlu:5688,"Identify the antecedent of the following conditional proposition: When the university raises tuition, then either the governor approves of it or the board of trustees doesn't prevent it.",mmlu,mmlu
mmlu:5702,"If $725x + 727y = 1500$ and $729x+ 731y = 1508$, what is the value of $x - y$ ?",mmlu,mmlu
mmlu:5781,"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",mmlu,mmlu
mmlu:5792,If both parents are affected with the same autosomal recessive disorder then the probability that each of their children will be affected equals ___.,mmlu,mmlu
mmlu:5803,"If f(2x) = x + 5 and f(g(6)) = 13, then 2 * g(6) =",mmlu,mmlu
mmlu:5821,"If one party to a contract is forced to sign, the contract is defined as",mmlu,mmlu
mmlu:5862,"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",mmlu,mmlu
mmlu:5903,"If total product of labor is rising at an increasing rate,",mmlu,mmlu
mmlu:5905,"If two non-zero vectors are added together, and the resultant vector is zero, what must be true of the two vectors?",mmlu,mmlu
mmlu:5931,"If you wanted to find the global distribution of coal, you would use a",mmlu,mmlu
mmlu:5933,"If you were to travel at a speed close to the speed of light, you could notice that your own",mmlu,mmlu
mmlu:5936,"If your training loss increases with number of epochs, which of the following could be a possible issue with the learning process?",mmlu,mmlu
mmlu:5948,Immunoglobulins having epsilon heavy chains and located on the plasma membranes of mast cells and basophilic leukocytes belong to the class of antibodies called,mmlu,mmlu
mmlu:6006,"In December, a toy store sold 934 puzzles. Each puzzle cost $6, including tax. What was the total cost of the puzzles sold, including tax?",mmlu,mmlu
mmlu:6041,In a Robertsonian translocation fusion occurs at the:,mmlu,mmlu
mmlu:6104,"In a study on the effect of music on worker productivity, employees were told that a different genre of background music would be played each day and the corresponding production outputs noted. Every change in music resulted in an increase in production. This is an example of",mmlu,mmlu
mmlu:6216,"In one taxonomic classification, Archaea, Eukarya, and Bacteria represent the three major domains of life. Eukarya utilize the general transcription factors TBP (TATA-binding protein) and TFIIB in transcription, whereas Bacteria do not. At least one member of Archaea has a protein similar to TBP and a protein similar to TFIIB. Based on this observation, which of the following scenarios is most likely?",mmlu,mmlu
mmlu:6237,"In personnel selection, the selection ratio is defined as the",mmlu,mmlu
mmlu:6323,In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,mmlu,mmlu
mmlu:6350,In the short run contractionary monetary policy causes aggregate demand to output to  and the price level to Aggregate demand      Output      Price Level,mmlu,mmlu
mmlu:6366,"In this chapter's Senior View, Pat Shelley told us that you shouldn't retire if",mmlu,mmlu
mmlu:6454,In which of the following stages does an indigent person not have the Sixth Amendment right to counsel?,mmlu,mmlu
mmlu:6462,In which situation would the defendant most likely be guilty of murder?,mmlu,mmlu
mmlu:6647,"Late one afternoon, a woman was hitchhiking when she was picked up by a man. Shortly thereafter, the man stopped and parked his car in a roadside rest area. They were smoking marijuana when another car skidded and crashed into the man's car. The collision damaged the man's car and inflicted personal injuries upon him. The woman was likewise injured. In fact, the impact produced a state of unconsciousness in her that lasted several minutes. The woman sued the other driver seeking to recover for his alleged negligence. At trial, the woman testified to her injuries and to the other driver's negligence. In defense, the other driver called an attorney who lived next door to the woman. The attorney proposed to testify that after the accident, the woman consulted him about her claim and asked the attorney in confidence how she could falsely testify that she wasn't smoking marijuana at the time of the accident. Upon objection by the woman's attorney, the attorney's testimony is",mmlu,mmlu
mmlu:6654,Learned helplessness is most likely to be directly related to,mmlu,mmlu
mmlu:6703,"Let f(x) be a function whose graph passes through the origin. If f(2n) = n^2 + f[2(n - 1)] for every integer n, what is the value of f(8)?",mmlu,mmlu
mmlu:6730,"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",mmlu,mmlu
mmlu:6743,"Lizette and her family watch the sunset over the ocean. While walking home in the increasing darkness, Lizette notices that she can no longer distinguish the colors of objects. Which of the following best explains why Lizette cannot see color in dim light?",mmlu,mmlu
mmlu:6790,Male to male transmission is a key feature of which pattern of inheritance?,mmlu,mmlu
mmlu:6802,"Many retail brands adopt a single umbrella brand, based on the name of the organization. This is referred to as:",mmlu,mmlu
mmlu:6817,Marketers usually decide whether to conduct marketing research study internally or through an outside organization based on certain criteria. Which of the following criterion is not used?,mmlu,mmlu
mmlu:6827,Marx (1844) claimed that capitalism had alienated workers from:,mmlu,mmlu
mmlu:6834,Mass-society theory suggests that:,mmlu,mmlu
mmlu:6856,Mentor Co. a U.S. corporation owned 100% of a Swiss corporation. The Swiss franc is the functional currency. The remeasurement of Mentor's financial statements resulted in a $25000 gain at year end. The translation of the financial statements resulted in a $40000 gain at year end. What amount should Mentor recognize as foreign currency gain in its income statement?,mmlu,mmlu
mmlu:6860,Metabolism is determined by the:,mmlu,mmlu
mmlu:6862,Mg(OH)2 is slowly dissolved in 500 mL of 25 oC water until the solution becomes fully saturated. Which of the following occurs when 10.0 mL of 0.1 M HCl is added?,mmlu,mmlu
mmlu:6896,Monetary tools of the Federal Reserve do not include which of the following choices?,mmlu,mmlu
mmlu:6923,Most of the free fatty acids are transported in the blood:,mmlu,mmlu
mmlu:6959,Mutations that cause achondroplasia exert an effect which can be classified as:,mmlu,mmlu
mmlu:7220,"Opportunity costs or implicit costs of a ""Mom & Pop""-owned business are:",mmlu,mmlu
mmlu:7292,Philo says the analogy that Cleanthes uses to make his case is _____.,mmlu,mmlu
mmlu:7293,Philosophy is concerned primarily with identifying beliefs about human existence and evaluating arguments that support those beliefs.  These activities can be summarized in two questions that drive philosophical investigations:,mmlu,mmlu
mmlu:7377,Projective tests generally ___ than objective tests of personality.,mmlu,mmlu
mmlu:7386,"Protons used in cancer therapy are typically accelerated to about 0.6c. How much work must be done on a particle of mass m in order for it to reach this speed, assuming it starts at rest?",mmlu,mmlu
mmlu:7403,Put a saucer of water on your table. A process that then occurs is,mmlu,mmlu
mmlu:7440,Refraction occurs when a wave crosses a boundary and changes,mmlu,mmlu
mmlu:7572,"Self-efficacy (the belief that one has control over one's situation) as it related to job satisfaction was studied. When a group of teachers rated their ability to control their situation and their satisfaction with their job, the two variables had a correlation of 0.30. Which statement follows from this correlation?",mmlu,mmlu
mmlu:7573,Self-instructional training of impulsive children involves helping them to,mmlu,mmlu
mmlu:7596,"Sickle cell anemia is a disease caused by the substitution of an incorrect nucleotide into the DNA sequence for a particular gene. The amino acids are still added to the growing protein chain, but the symptoms of sickle cell anemia result. This is an example of a",mmlu,mmlu
mmlu:7645,Solve for $x$:$$\left(\frac{1}{25}\right)^{x + 2} = 125^{-x}.$$,mmlu,mmlu
mmlu:7696,"Starting with a stock solution of 18.0 M H2SO4, what is the proper procedure to create a 1.00 L sample of a 3.0 M solution of H2SO4 in a volumetric flask?",mmlu,mmlu
mmlu:7719,"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",mmlu,mmlu
mmlu:7732,"Statement 1 | If a and b are elements of a group and a is not equal to b, then a^2 is not equal to b^2. Statement 2 | The set of rotations in a dihedral group form a cyclic subgroup.",mmlu,mmlu
mmlu:7733,Statement 1 | If a finite group has order n then the group contains a subgroup of order d for every positive divisor d of n. Statement 2 | If a belongs to a finite group then |a| divides |G|.,mmlu,mmlu
mmlu:7753,"Statement 1| After mapped into feature space Q through a radial basis kernel function, 1-NN using unweighted Euclidean distance may be able to achieve better classification performance than in original space (though we can’t guarantee this). Statement 2| The VC dimension of a Perceptron is smaller than the VC dimension of a simple linear SVM.",mmlu,mmlu
mmlu:7796,Statement 1| Word2Vec parameters were not initialized using a Restricted Boltzman Machine. Statement 2| The tanh function is a nonlinear activation function.,mmlu,mmlu
mmlu:7799,Statutes are often called ________ law.,mmlu,mmlu
mmlu:7821,Students diagnosed with attention deficit hyperactivity disorder (ADHD) are four to nine times more likely to be,mmlu,mmlu
mmlu:7828,Studies show that the effect of the presence of others on an individual's performance is to,mmlu,mmlu
mmlu:7837,Sullivan's (2000) study suggested that the proportion of housework men did was greatest when:,mmlu,mmlu
mmlu:7853,"Suppose V is a real vector space of finite dimension n. Call the set of matrices from V into itself M(V). Let T be in M(V). Consider the two subspaces U = {X ∈ M(V) : TX = XT} and W = {TX − XT : X ∈ M(V)}. Which of the following must be TRUE?
I. If V has a basis containing only eigenvectors of T then U = M(V).
II. dim (U) + dim (W) = n^2
III. dim (U) < n",mmlu,mmlu
mmlu:7868,"Suppose that Alice and Bob sent confidential text messages to one another last month through an encrypted messaging system. Alice and Bob are worried that an adversary might compromise one of their computers today, while they are taking the 6.858 final exam, and would then be able to decrypt those messages. Which of the following security properties can address Alice and Bob’s concern?",mmlu,mmlu
mmlu:7897,Suppose the county government sends each parent a coupon that can be used to subsidize the cost of sending each child to daycare. What would you expect to occur in the market for daycare services?,mmlu,mmlu
mmlu:7940,TYPE II ERROR is the failure to reject a false null hypothesis. The Power is the probability of NOT making a Type II error and is effected by several factors. Which factor out of the following ones that have influence on the power is incorrectly defined?,mmlu,mmlu
mmlu:7968,"The ""crowding-out"" effect refers to which of the following?",mmlu,mmlu
mmlu:7989,The 13C spectrum of which isomer of C6H14 has lines with five distinct chemical shifts?,mmlu,mmlu
mmlu:8011,The British dish 'bangers and mash' is made up of sausage and what?,mmlu,mmlu
mmlu:8029,The European Convention on Human Rights is predominantly concerned with which of the following?,mmlu,mmlu
mmlu:8129,The Voting Rights Act of 1965,mmlu,mmlu
mmlu:8153,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",mmlu,mmlu
mmlu:8287,"The color of a pixel can be represented using the RGB (Red, Green, Blue) color model, which stores values for red, green, and blue, each ranging from 0 to 255. How many bits (binary digits) would be needed to represent a color in the RGB model?",mmlu,mmlu
mmlu:8288,The color of light most intense in the solar radiation curve is,mmlu,mmlu
mmlu:8297,The component of velocity that can remain constant for a tossed baseball is,mmlu,mmlu
mmlu:8390,The egg can be fertilized until about _______ after ovulation.,mmlu,mmlu
mmlu:8430,The extent to which a service envelops a product varies according to a number of factors. Which of the following is NOT one of the factors?,mmlu,mmlu
mmlu:8451,The famous statement “An unexamined life is not worth living” is attributed to _____.,mmlu,mmlu
mmlu:8456,"The financial aid office at a state university conducts a study to determine the total student costs per semester. All students are charged $4500 for tuition. The mean cost for books is $350 with a standard deviation of $65. The mean outlay for room and board is $2800 with a standard deviation of $380. The mean personal expenditure is $675 with a standard deviation of $125. Assuming independence among categories, what is the standard deviation of the total student costs?",mmlu,mmlu
mmlu:8500,The fractional reserve banking system's ability to create money is lessened if,mmlu,mmlu
mmlu:8511,"The geneticist Mary Lyon hypothesized the existence of structures visible just under the nuclear membrane in mammals, which were later named Barr bodies. Which of the following statement is NOT correct about Barr bodies?",mmlu,mmlu
mmlu:8514,The goodness-of-fit developmental mode! proposed by Alexander Thomas and Stella Chess describes,mmlu,mmlu
mmlu:8515,The government body formed to coordinate American foreign and military policy is known as,mmlu,mmlu
mmlu:8532,The heritability for traits of a cloned population is,mmlu,mmlu
mmlu:8545,"The idea that individuals may have different possible developmental trajectories, given the timing of an environmental experience or lack thereof, is the concept of ___________.",mmlu,mmlu
mmlu:8581,The key factor in the survival and success of anatomically modern human beings was:,mmlu,mmlu
mmlu:8631,The main factors determining success in sport are:,mmlu,mmlu
mmlu:8651,The market demand curve for labor would shift to the left as the result of,mmlu,mmlu
mmlu:8753,The official condemnation by the Catholic Church of artificial birth control is set forth in _______ encyclical called Humanae Vitae.,mmlu,mmlu
mmlu:8771,"The owner of a large family estate decided to sell the property. The owner entered into a valid written brokerage agreement with a real estate broker. According to terms of the agreement, the broker promised to undertake best efforts to sell the estate for a purchase price of not less than $1,250,000. The contract also provided that the broker was to be paid a commission of 5 percent on the gross sale price following the consummation of the sale and transfer of title. The brokerage agreement was effective for a period of two months. One month later, the broker notified the owner that she had found a buyer who wanted to purchase the property for $1,500,000. That same day, the broker handed the owner a real estate sales contract, signed by the buyer, in which the buyer agreed to pay $1,500,000 for the purchase of the estate. The owner investigated the buyer and discovered he had sufficient funds to purchase the estate. However, the owner changed his mind and decided not to sell the property. He told the broker that he would not sign the agreement. In addition, the owner told the broker that he was canceling their brokerage agreement because he was withdrawing the estate from the market. The owner also refused to pay the broker any commission. If the broker now sues the owner for breach of contract, which of the following, if anything, is the broker's proper measure of recovery?",mmlu,mmlu
mmlu:8791,"The pathogenesis of hyperglycemia in type 2 diabetes includes all the following mechanisms except for:
",mmlu,mmlu
mmlu:8805,The phenomenon of interference occurs for,mmlu,mmlu
mmlu:8828,"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?",mmlu,mmlu
mmlu:8889,The process of boiling water tends to,mmlu,mmlu
mmlu:8890,The process of devolution involves,mmlu,mmlu
mmlu:8908,"The quantum efficiency of a photon detector is 0.1. If 100 photons are sent into the detector, one after the other, the detector will detect photons",mmlu,mmlu
mmlu:8965,The risk of abnormality in the child of a mother with untreated phenylketonuria is:,mmlu,mmlu
mmlu:8970,The role of marketing communications is to engage audiences and there are four main tasks that it can be used to complete. Which of the following is not part of the four main tasks?,mmlu,mmlu
mmlu:8978,The sacred book of the Hindu is called the,mmlu,mmlu
mmlu:8992,"The secondarily altricial condition of modern human babies may have been an evolutionary solution, in that:",mmlu,mmlu
mmlu:9019,The smallest unit of language that carries meaning is a,mmlu,mmlu
mmlu:9053,"The stomach lining contains several types of cells. Which statement about them is correct?
",mmlu,mmlu
mmlu:9090,The term 'assets' refers to:,mmlu,mmlu
mmlu:9107,The terms 'crisis of the 1970s' is used to refer to:,mmlu,mmlu
mmlu:9136,The two principal contractile proteins found in skeletal muscle are:,mmlu,mmlu
mmlu:9142,The use and spread of English in nineteenth-century India is an example of what type of diffusion?,mmlu,mmlu
mmlu:9169,The will theory of rights maintains that the enforcement of Y's duty requires the exercise of will by X. It assumes the correlativity of rights and duties. Which of the following succeeds in formulating the interest theory without this correlativity?,mmlu,mmlu
mmlu:9197,"There are several differences between Parametric and Nonparametric Statistical Tests, for ex. Nonparametric Statistical Tests are less powerful than parametric tests. From your knowledge about the parametric tests, which statement can not be correct?",mmlu,mmlu
mmlu:9205,"There are two main issues associated with _____ sizing. _______ is a key issue as due to the information policy of the corporation it can be argued that employees have a right to know if they are being made redundant. _______ is a second issue, particularly the ________ package that employees receive when laid off.",mmlu,mmlu
mmlu:9306,"This question refers to the following information.
""I am in Birmingham because injustice is here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Which other nineteenth-century reform movement made similar arguments to those written here by Susan B. Anthony?",mmlu,mmlu
mmlu:9316,"This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have read…the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy ground…""
Roger Williams, The Hireling Ministry None of Christ's, 1652
The Puritans believed that the freedom to practice religion should be extended to",mmlu,mmlu
mmlu:9341,"This question refers to the following information.
""In one view the slaveholders have a decided advantage over all opposition. It is well to notice this advantage—the advantage of complete organization. They are organized; and yet were not at the pains of creating their organizations. The State governments, where the system of slavery exists, are complete slavery organizations. The church organizations in those States are equally at the service of slavery; while the Federal Government, with its army and navy, from the chief magistracy in Washington, to the Supreme Court, and thence to the chief marshalship at New York, is pledged to support, defend, and propagate the crying curse of human bondage. The pen, the purse, and the sword, are united against the simple truth, preached by humble men in obscure places.""
Frederick Douglass, 1857
The excerpt from Frederick Douglass is most clearly an example of which of the following developments in the mid-nineteenth century?",mmlu,mmlu
